index,old_mkv_path,filename,status,current_path,current_extension,current_probe_ok,old_duration,current_duration,duration_diff_seconds,preserved_path,sidecars_current,why
38,/mnt/spirit-8tb/media/yes/models/cute-geekie/Visit onlyshare.io for MORE 05135.mkv,Visit onlyshare.io for MORE 05135.mkv,replaced by MP4,/mnt/spirit-8tb/media/yes/models/cute-geekie/Visit onlyshare.io for MORE 05135.mp4,.mp4,true,125.525,125.5254,0.00039999999999906777,/mnt/spirit-8tb/media-originals/full-batch-replaced-by-mp4-20260620-190819/yes/models/cute-geekie/Visit onlyshare.io for MORE 05135.mkv,/mnt/spirit-8tb/media/yes/models/cute-geekie/Visit onlyshare.io for MORE 05135.mp4.media-ingest.json,current canonical candidate found by normalized title
39,/mnt/spirit-8tb/media/yes/models/cute-geekie/@MLHUBOF Telegram 🌌🔥 - 537.mkv,@MLHUBOF Telegram 🌌🔥 - 537.mkv,replaced by MP4,/mnt/spirit-8tb/media/yes/models/cute-geekie/@MLHUBOF Telegram 🌌🔥 - 537.mp4,.mp4,true,98.715,98.681917,0.03308300000000486,/mnt/spirit-8tb/media-originals/full-batch-replaced-by-mp4-20260620-190819/yes/models/cute-geekie/@MLHUBOF Telegram 🌌🔥 - 537.mkv,/mnt/spirit-8tb/media/yes/models/cute-geekie/@MLHUBOF Telegram 🌌🔥 - 537.mp4.media-ingest.json,current canonical candidate found by normalized title
40,/mnt/spirit-8tb/media/yes/models/cute-geekie/51591.mkv,51591.mkv,replaced by MP4,/mnt/spirit-8tb/media/yes/models/cute-geekie/51591.mp4,.mp4,true,780.469,780.446333,0.022667000000069493,/mnt/spirit-8tb/media-originals/replaced-by-mp4-20260620-184733/yes/models/cute-geekie/51591.mkv,/mnt/spirit-8tb/media/yes/models/cute-geekie/51591.mp4.face-meta.json; /mnt/spirit-8tb/media/yes/models/cute-geekie/51591.mp4.media-ingest.json,current canonical candidate found by normalized title
41,/mnt/spirit-8tb/media/yes/models/cute-geekie/@MLHUBOF Telegram 🌌🔥 - 558.mkv,@MLHUBOF Telegram 🌌🔥 - 558.mkv,replaced by MP4,/mnt/spirit-8tb/media/yes/models/cute-geekie/@MLHUBOF Telegram 🌌🔥 - 558.mp4,.mp4,true,66.477,66.453991,0.023009000000001834,/mnt/spirit-8tb/media-originals/full-batch-replaced-by-mp4-20260620-190819/yes/models/cute-geekie/@MLHUBOF Telegram 🌌🔥 - 558.mkv,/mnt/spirit-8tb/media/yes/models/cute-geekie/@MLHUBOF Telegram 🌌🔥 - 558.mp4.media-ingest.json,current canonical candidate found by normalized title
42,/mnt/spirit-8tb/media/yes/models/cute-geekie/@MLHUBOF Telegram 🌌🔥 - 959.mkv,@MLHUBOF Telegram 🌌🔥 - 959.mkv,replaced by MP4,/mnt/spirit-8tb/media/yes/models/cute-geekie/@MLHUBOF Telegram 🌌🔥 - 959.mp4,.mp4,true,139.715,139.732667,0.017666999999988775,/mnt/spirit-8tb/media-originals/replaced-by-mp4-20260620-184733/yes/models/cute-geekie/@MLHUBOF Telegram 🌌🔥 - 959.mkv,/mnt/spirit-8tb/media/yes/models/cute-geekie/@MLHUBOF Telegram 🌌🔥 - 959.mp4.media-ingest.json,current canonical candidate found by normalized title
43,/mnt/spirit-8tb/media/yes/models/cute-geekie/@MLHUBOF Telegram 🌌🔥 - 870.mkv,@MLHUBOF Telegram 🌌🔥 - 870.mkv,replaced by MP4,/mnt/spirit-8tb/media/yes/models/cute-geekie/@MLHUBOF Telegram 🌌🔥 - 870.mp4,.mp4,true,82.656,82.749667,0.09366699999999639,/mnt/spirit-8tb/media-originals/replaced-by-mp4-20260620-184733/yes/models/cute-geekie/@MLHUBOF Telegram 🌌🔥 - 870.mkv,/mnt/spirit-8tb/media/yes/models/cute-geekie/@MLHUBOF Telegram 🌌🔥 - 870.mp4.media-ingest.json,current canonical candidate found by normalized title
44,/mnt/spirit-8tb/media/yes/models/sava-schultz/(21).mkv,(21).mkv,replaced by MP4,/mnt/spirit-8tb/media/yes/models/sava-schultz/(21).mp4,.mp4,true,45.287,45.253542,0.03345799999999599,/mnt/spirit-8tb/media-originals/full-batch-replaced-by-mp4-20260620-190819/yes/models/sava-schultz/(21).mkv,/mnt/spirit-8tb/media/yes/models/sava-schultz/(21).mp4.face-meta.json; /mnt/spirit-8tb/media/yes/models/sava-schultz/(21).mp4.media-ingest.json,current canonical candidate found by normalized title
45,/mnt/spirit-8tb/media/yes/models/sava-schultz/(28).mkv,(28).mkv,replaced by MP4,/mnt/spirit-8tb/media/yes/models/sava-schultz/(28).mp4,.mp4,true,33.525,20.30325,13.22175,/mnt/spirit-8tb/media-originals/replaced-by-mp4-20260620-184733/yes/models/sava-schultz/(28).mkv,/mnt/spirit-8tb/media/yes/models/sava-schultz/(28).mp4.face-meta.json; /mnt/spirit-8tb/media/yes/models/sava-schultz/(28).mp4.media-ingest.json,current canonical candidate found by normalized title
46,/mnt/spirit-8tb/media/yes/models/sava-schultz/(116).mkv,(116).mkv,replaced by MP4,/mnt/spirit-8tb/media/yes/models/sava-schultz/(116).mp4,.mp4,true,23.765,23.732042,0.03295800000000071,/mnt/spirit-8tb/media-originals/full-batch-replaced-by-mp4-20260620-190819/yes/models/sava-schultz/(116).mkv,/mnt/spirit-8tb/media/yes/models/sava-schultz/(116).mp4.face-meta.json; /mnt/spirit-8tb/media/yes/models/sava-schultz/(116).mp4.media-ingest.json,current canonical candidate found by normalized title
47,/mnt/spirit-8tb/media/yes/models/sava-schultz/(19).mkv,(19).mkv,replaced by MP4,/mnt/spirit-8tb/media/yes/models/sava-schultz/(19).mp4,.mp4,true,50.208,50.175125,0.0328749999999971,/mnt/spirit-8tb/media-originals/full-batch-replaced-by-mp4-20260620-190819/yes/models/sava-schultz/(19).mkv,/mnt/spirit-8tb/media/yes/models/sava-schultz/(19).mp4.face-meta.json; /mnt/spirit-8tb/media/yes/models/sava-schultz/(19).mp4.media-ingest.json,current canonical candidate found by normalized title
48,/mnt/spirit-8tb/media/yes/models/sava-schultz/(31).mkv,(31).mkv,replaced by MP4,/mnt/spirit-8tb/media/yes/models/sava-schultz/(31).mp4,.mp4,true,31.398,31.364667,0.03333299999999895,/mnt/spirit-8tb/media-originals/full-batch-replaced-by-mp4-20260620-190819/yes/models/sava-schultz/(31).mkv,/mnt/spirit-8tb/media/yes/models/sava-schultz/(31).mp4.face-meta.json; /mnt/spirit-8tb/media/yes/models/sava-schultz/(31).mp4.media-ingest.json,current canonical candidate found by normalized title
49,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (288).mkv,✨@ofxmega on [TELEGRAM] (288).mkv,replaced by MP4,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (288).mp4,.mp4,true,18.135,18.101417,0.03358300000000014,/mnt/spirit-8tb/media-originals/full-batch-replaced-by-mp4-20260620-190819/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (288).mkv,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (288).mp4.face-meta.json; /mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (288).mp4.media-ingest-skip.json,current canonical candidate found by normalized title
50,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (278).mkv,✨@ofxmega on [TELEGRAM] (278).mkv,replaced by MP4,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (278).mp4,.mp4,true,22.806,22.77275,0.033250000000002444,/mnt/spirit-8tb/media-originals/full-batch-replaced-by-mp4-20260620-190819/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (278).mkv,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (278).mp4.face-meta.json; /mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (278).mp4.media-ingest-skip.json,current canonical candidate found by normalized title
51,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (279).mkv,✨@ofxmega on [TELEGRAM] (279).mkv,replaced by MP4,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (279).mp4,.mp4,true,22.139,22.105417,0.03358300000000014,/mnt/spirit-8tb/media-originals/full-batch-replaced-by-mp4-20260620-190819/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (279).mkv,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (279).mp4.face-meta.json; /mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (279).mp4.media-ingest-skip.json,current canonical candidate found by normalized title
52,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (86).mkv,✨@ofxmega on [TELEGRAM] (86).mkv,quarantined/preserved without current match,,,false,18.302,,,/mnt/spirit-8tb/media-originals/removed-from-library-20260620-184733/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (86).mkv,,old file found in preservation but no current MP4 match
53,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (274).mkv,✨@ofxmega on [TELEGRAM] (274).mkv,replaced by MP4,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (274).mp4,.mp4,true,24.474,24.441083,0.032917000000001195,/mnt/spirit-8tb/media-originals/full-batch-replaced-by-mp4-20260620-190819/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (274).mkv,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (274).mp4.face-meta.json; /mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (274).mp4.media-ingest-skip.json,current canonical candidate found by normalized title
54,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (299).mkv,✨@ofxmega on [TELEGRAM] (299).mkv,replaced by MP4,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (299).mp4,.mp4,true,15.424,15.390375,0.033624999999998906,/mnt/spirit-8tb/media-originals/full-batch-replaced-by-mp4-20260620-190819/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (299).mkv,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (299).mp4.face-meta.json; /mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (299).mp4.media-ingest-skip.json,current canonical candidate found by normalized title
55,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (286).mkv,✨@ofxmega on [TELEGRAM] (286).mkv,replaced by MP4,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (286).mp4,.mp4,true,18.427,18.393375,0.03362500000000068,/mnt/spirit-8tb/media-originals/full-batch-replaced-by-mp4-20260620-190819/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (286).mkv,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (286).mp4.face-meta.json; /mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (286).mp4.media-ingest-skip.json,current canonical candidate found by normalized title
56,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (295).mkv,✨@ofxmega on [TELEGRAM] (295).mkv,replaced by MP4,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (295).mp4,.mp4,true,16.216,16.182833,0.03316700000000239,/mnt/spirit-8tb/media-originals/full-batch-replaced-by-mp4-20260620-190819/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (295).mkv,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (295).mp4.face-meta.json; /mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (295).mp4.media-ingest-skip.json,current canonical candidate found by normalized title
57,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (276).mkv,✨@ofxmega on [TELEGRAM] (276).mkv,replaced by MP4,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (276).mp4,.mp4,true,24.266,24.232542,0.033457999999999544,/mnt/spirit-8tb/media-originals/full-batch-replaced-by-mp4-20260620-190819/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (276).mkv,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (276).mp4.face-meta.json; /mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (276).mp4.media-ingest-skip.json,current canonical candidate found by normalized title
58,/mnt/spirit-8tb/media/yes/models/angela-white/556530_720p.mkv,556530_720p.mkv,replaced by MP4,/mnt/spirit-8tb/media/yes/models/angela-white/556530_720p.mp4,.mp4,true,1561.426,1561.426167,0.00016700000014679972,/mnt/spirit-8tb/media-originals/replaced-by-mp4-20260620-184733/yes/models/angela-white/556530_720p.mkv,/mnt/spirit-8tb/media/yes/models/angela-white/556530_720p.mp4.face-meta.json; /mnt/spirit-8tb/media/yes/models/angela-white/556530_720p.mp4.media-ingest-skip.json,current canonical candidate found by normalized title
59,/mnt/spirit-8tb/media/yes/models/sendnudesx/PlugLeakz.net - Join Telegram @PlugLeaksHub (224).mkv,PlugLeakz.net - Join Telegram @PlugLeaksHub (224).mkv,replaced by MP4,/mnt/spirit-8tb/media/yes/models/sendnudesx/PlugLeakz.net - Join Telegram @PlugLeaksHub (224).mp4,.mp4,true,684.592,684.558875,0.03312500000004093,/mnt/spirit-8tb/media-originals/full-batch-replaced-by-mp4-20260620-190819/yes/models/sendnudesx/PlugLeakz.net - Join Telegram @PlugLeaksHub (224).mkv,/mnt/spirit-8tb/media/yes/models/sendnudesx/PlugLeakz.net - Join Telegram @PlugLeaksHub (224).mp4.media-ingest.json,current canonical candidate found by normalized title
60,/mnt/spirit-8tb/media/yes/models/sendnudesx/PlugLeakz.net - Join Telegram @PlugLeaksHub (198).mkv,PlugLeakz.net - Join Telegram @PlugLeaksHub (198).mkv,replaced by MP4,/mnt/spirit-8tb/media/yes/models/sendnudesx/PlugLeakz.net - Join Telegram @PlugLeaksHub (198).mp4,.mp4,true,239.815,239.781208,0.03379200000000537,/mnt/spirit-8tb/media-originals/full-batch-replaced-by-mp4-20260620-190819/yes/models/sendnudesx/PlugLeakz.net - Join Telegram @PlugLeaksHub (198).mkv,/mnt/spirit-8tb/media/yes/models/sendnudesx/PlugLeakz.net - Join Telegram @PlugLeaksHub (198).mp4.face-meta.json; /mnt/spirit-8tb/media/yes/models/sendnudesx/PlugLeakz.net - Join Telegram @PlugLeaksHub (198).mp4.media-ingest.json,current canonical candidate found by normalized title
61,/mnt/spirit-8tb/media/yes/models/yummy-couple/Ayucpl.mkv,Ayucpl.mkv,replaced by MP4,/mnt/spirit-8tb/media/yes/models/yummy-couple/Ayucpl.mp4,.mp4,true,648.973,648.939958,0.03304199999990942,/mnt/spirit-8tb/media-originals/full-batch-replaced-by-mp4-20260620-190819/yes/models/yummy-couple/Ayucpl.mkv,/mnt/spirit-8tb/media/yes/models/yummy-couple/Ayucpl.mp4.face-meta.json; /mnt/spirit-8tb/media/yes/models/yummy-couple/Ayucpl.mp4.media-ingest.json,current canonical candidate found by normalized title
62,/mnt/spirit-8tb/media/yes/models/kinkykttn/OF4LM.COM is our home__297.mkv,OF4LM.COM is our home__297.mkv,replaced by MP4,/mnt/spirit-8tb/media/yes/models/kinkykttn/OF4LM.COM is our home__297.mp4,.mp4,true,38.593,38.56,0.03300000000000125,/mnt/spirit-8tb/media-originals/full-batch-replaced-by-mp4-20260620-190819/yes/models/kinkykttn/OF4LM.COM is our home__297.mkv,/mnt/spirit-8tb/media/yes/models/kinkykttn/OF4LM.COM is our home__297.mp4.face-meta.json; /mnt/spirit-8tb/media/yes/models/kinkykttn/OF4LM.COM is our home__297.mp4.media-ingest.json,current canonical candidate found by normalized title
63,/mnt/spirit-8tb/media/yes/models/kinkykttn/OF4LM.COM is our home__282.mkv,OF4LM.COM is our home__282.mkv,replaced by MP4,/mnt/spirit-8tb/media/yes/models/kinkykttn/OF4LM.COM is our home__282.mp4,.mp4,true,127.786,127.752625,0.033375000000006594,/mnt/spirit-8tb/media-originals/full-batch-replaced-by-mp4-20260620-190819/yes/models/kinkykttn/OF4LM.COM is our home__282.mkv,/mnt/spirit-8tb/media/yes/models/kinkykttn/OF4LM.COM is our home__282.mp4.face-meta.json; /mnt/spirit-8tb/media/yes/models/kinkykttn/OF4LM.COM is our home__282.mp4.media-ingest.json,current canonical candidate found by normalized title
64,/mnt/spirit-8tb/media/yes/models/chloe-lamb/JoinUs @RisqueMega 61.mkv,JoinUs @RisqueMega 61.mkv,replaced by MP4,/mnt/spirit-8tb/media/yes/models/chloe-lamb/JoinUs @RisqueMega 61.mp4,.mp4,true,734.642,734.608875,0.03312500000004093,/mnt/spirit-8tb/media-originals/full-batch-replaced-by-mp4-20260620-190819/yes/models/chloe-lamb/JoinUs @RisqueMega 61.mkv,/mnt/spirit-8tb/media/yes/models/chloe-lamb/JoinUs @RisqueMega 61.mp4.face-meta.json; /mnt/spirit-8tb/media/yes/models/chloe-lamb/JoinUs @RisqueMega 61.mp4.media-ingest.json,current canonical candidate found by normalized title
65,/mnt/spirit-8tb/media/yes/models/chloe-lamb/JoinUs @RisqueMega 25.mkv,JoinUs @RisqueMega 25.mkv,replaced by MP4,/mnt/spirit-8tb/media/yes/models/chloe-lamb/JoinUs @RisqueMega 25.mp4,.mp4,true,1024.682,1024.648625,0.03337499999997817,/mnt/spirit-8tb/media-originals/full-batch-replaced-by-mp4-20260620-190819/yes/models/chloe-lamb/JoinUs @RisqueMega 25.mkv,/mnt/spirit-8tb/media/yes/models/chloe-lamb/JoinUs @RisqueMega 25.mp4.face-meta.json; /mnt/spirit-8tb/media/yes/models/chloe-lamb/JoinUs @RisqueMega 25.mp4.media-ingest.json,current canonical candidate found by normalized title
